lng,lat
-80.0628232833,26.69737815
139.730855,35.6238855
139.751289,35.638686
141.3,37.2
139.681541,35.606505
143.205412,42.904112
106.845172,-6.211544
-122.172592,37.42807
112.739048,-7.287243
139.7157093175,35.633752945
139.761103392,35.7086163651
139.53828579,35.70663607
136.7256787997,34.4551576464
139.5773637,35.5643327333
12.0227378,57.7725461
121.5038430111,31.2967779333
141.5,37.2
-80.81110768,28.59994491
-122.82101,49.081487
-117.8939412,33.9658015
-118.2889270954,34.0314770617
139.761141,35.654657
139.634521,35.445896
121.3924932425,31.19878639
-104.8765582,21.4800598
139.1018962017,35.23163939
139.768327,35.699009
138.5494105533,36.3347755833
139.64546116,35.75454079
139.823566,35.697786
116.3046335,39.9705857
139.753815,35.6421
-71.0660257022,42.3525341767
140.484707267,36.3955331148
139.68209481,35.77266046
139.7184463545,35.670786492
116.4991494,39.935606
135.183827175,34.6942731
139.5907724833,35.61203335
139.717014,35.612221
-117.7721199,33.6911953
-118.433399,34.004566
116.394209,39.85546
121.518879,31.214059
106.110595,30.837888
-117.888506,33.7681135
140.358789,37.378012
143.17537,42.875857
103.862292,1.301592
-71.0658678789,42.3522651728
139.74181091,35.68886637
-73.9918136,40.7318077
139.766111746,35.6812839494
-1.2063751,51.7564724
-1.2063751,51.7564724
116.397432,39.908713
137.859225,36.505334
115.215431,-8.665116
141.090331,41.327197
-78.664810475,43.169056575
106.845172,-6.211544
-74.005972,40.714269
140.101754665,36.1054710526
114.69193585,23.7568503
131.6198624,33.2394164
137.7169880033,34.7819573833
139.6470630556,35.6980291667
139.75766718,35.65785098
114.0193732,38.35773877
114.035899,22.698044
111.6898246,40.8446213
-1.7577764,53.7904394
-122.3131331,47.6614923
136.9846498368,35.0600295446
100.543398857,13.6727175179
139.6336579,35.6784566667
139.347380485,35.329304095
135.2526029175,34.7246312
140.835312009,38.2579132566
139.756291,35.663624
115.275,39.8897
139.638797,35.44482
101.45172,0.52981
133.9230954125,34.68942688
135.408640311,34.7484968731
140.8,37
139.43893945,36.1270017
139.675034,35.626469
113.128959,29.357104
139.7089255556,35.6661061111
-0.1146575467,51.53294851
-122.3127713595,47.7316938879
139.719552,35.711813
-83.096739,42.354095
133.834132,34.340726
127.683049,26.196784
140.1004767,35.608985525
-123.0741432,49.2702999
119.954311,31.6778721
140.46315753,37.75332742
11.9918458,57.6901766
140.507404,36.423842
136.97257721,35.23976665
-86.9104948,40.4287011
-97.7399997679,30.2364537572
139.96551984,35.7886998
140.6138,36.49084
139.78579852,35.69550818
130.39966547,33.59022474
112.9361105,28.2260956
-77.689465,19.922997
106.737309,-6.256043
140.3513149,37.41883105
139.701697826,35.6590484212
140.1017546654,36.1054710526
136.51332115,36.46803145
139.3406426,35.6571884
129.87061941,32.77416753
137.477889061,34.7190046432
139.796341415,35.9147267
116.3920906372,39.949857796
134.649588889,34.8764083333
106.727554,-6.134002
141.3494264,43.068431
139.6898577,35.6533529
139.621993303,35.4671407627
-74.005972,40.714269
137.108240035,34.889026845
135.42954504,34.65562367
139.62054395,35.59387898
139.716635,35.641208
140.46456575,36.37592285
139.704547,35.66301
133.68119,34.105552
139.70458987,35.6530406125
136.18516862,35.14278608
139.572319007,35.617366188
139.5722998175,35.6173838388
129.790812,33.112573
140.5690797222,37.4414844444
139.8671,35.70494
135.3240163344,34.73093572
140.993915,37.25763
137.0110309613,34.9787548372
138.942381,34.989634
139.45581686,35.80938714
135.729638,35.031602
139.67174726,35.63877338
140.573065,37.8253519444
140.007248909,35.847291947
139.6638,35.66869
139.45581686,35.80938714
141.3687761,43.0346181
140.9500738889,37.76009
141.4797132,40.51749181
136.18590849,35.14360547
140.842305,37.0607858333
140.8666858333,37.0643419444
139.45587891,35.80941677
136.18590849,35.14360547
-83.26720309,30.76389676
140.5516838889,37.823935
140.5516838889,37.823935
139.3605402667,35.8898772333
139.622,35.63733
140.383656,37.370922
-2.7595723,48.1776257667
139.54027098,35.55832296
135.6056363677,34.5621710705
139.42590838,35.63774186
139.7080529,35.7285671
-122.413215,37.790839
139.66615545,35.64435029
130.503448,33.188076
139.0752899069,37.9033555719
139.72016316,35.70279824
139.5329233333,35.5500316833
139.5616987331,35.4357633392
130.503448,33.188076
135.52425074,34.66638982
139.6262433724,35.6689200663
138.94526195,37.61438393
138.94526195,37.61438393
139.6050981057,35.4792706243
165.293839519,-69.1484462084
138.29695,34.902894
139.710574,35.641717
139.74974616,35.6632510967
139.6680237,35.6614235
137.7414571783,34.77176918
139.79626329,35.9146799
137.1647517,34.90740352
141.397615356,43.019745188
137.99156552,35.97607928
139.944543,36.603664
139.5350497,35.7604531
138.795272112,35.3356345454
133.25842338,33.95391106
139.578156467,35.649156754
138.296951,34.902891
140.0852675,35.693121
139.64238848,35.55633869
139.66367322,35.66862308
139.74278652,35.65577405
139.69633823,35.68291759
-73.80484815,40.7607168333
140.7429833333,37.3193402778
127.7280646,26.1988681
140.01720422,35.69385343
132.4561093,34.4384421644
-122.661486,45.638728
139.80695223,35.6600176
139.7288255,35.6636933
-67.64884525,10.25997978
139.6287,35.68349
129.84990778,32.80938813
139.94629759,37.48570002
139.73681861,35.66052395
135.45748925,34.44853508
135.471449075,34.66796952
140.87868118,38.25122332
136.178952827,35.1441587093
135.48012535,34.68013967
135.7257985,35.033591
139.64344663,36.12081023
137.077673,35.230507
135.76727384,35.0337876
135.90124684,34.97408127
139.4684895833,35.5909087233
140.3207860599,35.9588619657
139.9467435803,35.3757396458
139.6176647667,35.643785532
139.52870045,35.3618978
130.698922,32.784712
141.1429296907,39.6793712256
2.736881437,47.7992748083
130.503494,33.188065
136.5329210425,34.809830975
130.715773,32.809819
139.838592,35.679631
136.188582,35.14345043
140.05950597,36.54951018
139.54251021,35.43363779
140.5958528,37.6568782
140.1165823001,36.0597276371
139.556732,35.708168
135.625735485,34.71260705
139.640365,35.854772
139.689251,35.652525
139.515348445,35.5243772225
138.795272112,35.3356345454
140.215832585,36.112809175
140.723086,41.809951
135.49263447,34.77320782
139.691815,35.698151
100.61150108,13.70768065
139.45631277,35.70823466
139.5851816829,35.4149453671
130.761033,32.778392
130.4332470175,33.5554910521
136.94928595,35.122158195
139.6943595891,35.7044991153
139.7586,35.69707
141.003881,38.293968
139.7628712817,35.6839191567
130.4118627954,33.60399077
139.622989,35.759642
140.543073059,36.4420952494
135.4556326333,34.44669325
-118.427986,34.014351
139.488861,35.338181
104.69132,31.494735
130.4009,33.58764
116.3203311322,39.9775965756
139.670422,35.713257
139.7600526,35.7094705
140.4099235167,37.7188476167
139.6335153333,35.4737175667
98.44600957,3.74602675
139.7963,35.74991
139.729116,35.664658
139.79939606,35.80007612
140.5692027778,37.7965905556
140.5690797222,37.4414844444
136.82921372,35.326664574
-118.3433257061,34.1034983414
139.88140243,35.66529518
135.53390103,34.69710975
139.69261,35.695923
140.11840191,36.0615075
140.443129535,37.77473926
139.7963772675,35.9147624025
140.131734125,35.620049385
135.5339,34.74461
140.5412,36.400351
139.48152722,35.51695087
139.8487271,35.73232674
135.45796173,34.44910258
135.534,34.74461
135.63982772,34.77484828
139.593852825,35.560636525
139.7900400917,35.73585009
139.5365,35.35722
138.4187409933,35.014931425
141.2,37.2
141.7,36.6
-118.2971,33.8815
139.492539,35.7216432
139.1848542028,36.2434495609
139.5983277205,35.6672245955
135.6806,34.87587
137.07777,35.230422
139.50832098,35.35082799
139.9071859604,35.7293892694
140.4101443167,37.7185535333
139.748434,35.681494
139.61791825,35.3995071
139.7014841,35.6201595
135.50479376,34.68612891
139.66375407,35.7168844
139.7963772675,35.9147624025
139.51280266,35.53030538
140.10565245,36.06513494
139.7963772675,35.9147624025
139.7963772675,35.9147624025
139.7678,35.67882
139.983365,35.696337
135.740039,34.591273
108.869231,15.178477
139.998768848,35.766087086
139.6452620275,35.7695181625
-122.33207,47.606209
139.62743109,35.53672915
139.3438741175,35.6575843196
135.38344699,34.79951739
130.41886458,33.59135108
136.89713233,35.08993363
133.7285520367,34.5437334533
120.976159,14.601032
139.7212,35.71361
139.4176243834,35.7029680746
139.625526684,35.536993916
134.1863318,34.32860469
139.675472,35.712736
121.473704,31.230393
121.473704,31.230393
139.700600803,35.6589699665
139.392381,35.451035
139.58166295,35.58443695
139.9251270175,35.7486426235
139.697049,35.689624
127.7280646,26.1988681
139.9009966417,35.733835295
135.559317,34.8121
126.641665,45.5911231
139.70475369,35.69113993
139.779292,35.673312
139.69673532,35.69144022
136.19251674,35.14437407
137.883835,36.34008
139.6987995911,35.6942159944
139.533718796,35.400626332
139.556747,35.708168
139.57998031,35.7035427
139.4870709127,35.7335752945
139.2291780917,35.2987898701
-73.98013,40.76235
139.6724417084,35.5850279273
139.8171732962,35.6844240646
139.55480356,35.72768421
138.3661635667,34.9737328333
139.7268,35.69658
-74.562102,40.883988
-121.8914,37.32891
136.19251674,35.14437407
139.4612075364,35.5877169371
139.47213476,35.56220728
136.19251674,35.14437407
139.7258562471,35.6235788514
3.2191588,51.20442327
140.1018829697,37.9296320337
139.83046633,35.84672421
140.54571801,36.457556035
135.5173444748,34.6891393974
130.88258316,33.84970549
140.5435005333,36.4567956
139.76251414,35.65406654
139.7781686133,35.7146894267
135.439643,34.759897
139.77187466,35.667558892
139.65226116,35.74744079
139.3884169,35.83741957
139.75043028,35.74952822
139.6195898,35.60259765
134.18633705,34.32864707
139.7104050782,35.6480262603
139.3351086071,35.5513640157
132.335736285,34.36466911
139.6531463,35.17986045
134.18620145,34.32835716
137.1876481833,34.94688275
139.709394,35.646785
139.72769027,35.7316423
139.72769027,35.7316423
139.9366472073,36.7853669724
140.3665330549,37.398501778
114.16708874,22.32523179
127.952866,26.686118
140.8736728533,38.1802438833
139.47982773,35.659378885
141.495994,40.515621
136.96884685,35.15947532
134.1849955867,34.3269754283
139.7017835297,35.6870770957
141.5,36.9
139.52105122,35.63591724
130.503448,33.188053
140.422211937,37.775189252
139.7536065261,35.7469002858
139.856054985,35.71738117
130.3052410725,33.5793156575
130.3706966283,33.590582065
139.711131,35.678991
139.683670266,35.708275614
139.8883014125,35.71896806
130.503448,33.188053
139.7824947905,35.9191905949
139.6876418688,35.715224655
135.1421,34.6507
139.96321886,35.85984236
140.62611746,35.96731257
139.735416,35.65428
139.71185839,35.68990296
139.51112223,35.5188081
135.5331942929,34.691327005
140.443129535,37.77473926
139.738164,35.724113
-83.74517798,42.27790975
9.22627529,45.50027519
139.4720121101,35.5622340749
139.52119696,35.63548058
139.702368479,35.8446250945
135.57047866,34.71971323
139.617698017,35.6438219355
139.69260531,35.65805035
139.65633976,35.68676304
139.5692423452,35.6210186912
140.0207,35.66663
139.6795185708,35.6688072232
141.1473159471,39.6974611829
139.6430959924,35.6525938506
-118.41431513,34.008178155
140.1691758333,37.5160533333
139.8790238116,35.6660881157
139.771223,36.56211757
130.503494,33.188061
32.638898,25.703768
139.7767,35.7244
139.6914343474,35.6749118368
139.65508575,35.85416995
139.84166353,35.74732428
139.70782065,35.73173594
139.721316,35.650729
121.20257812,31.00650405
140.3961482,37.71741718
135.5319965097,34.6924078564
139.4843910437,35.6378408763
139.6394139667,35.5540569
139.69109469,35.52451413
139.946174,35.707174
135.41226,34.8137784
136.983607,35.135174
130.503448,33.188053
139.81418339,35.6946040133
121.5251479296,25.052154873
139.6615750676,35.7237807711
139.6723617938,35.8719157019
139.51548709,35.5243840567
130.6703234679,33.8460421277
130.6294730065,33.8406053988
139.595527,35.690139
130.6674246518,32.6917077855
130.6673998342,32.6917423874
139.55669758,35.7081363075
139.52206087,35.63586699
140.42219622,37.7752098
139.725041,35.561446
139.659582,35.632813
139.7674,35.67971
139.76686108,35.68341428
137.8550576333,36.2846012
139.14071839,35.34752804
140.8086151,37.3369411
140.6268559,37.66960826
140.4223913464,37.7751940696
140.474844,37.749698
141.9,37.1
139.754451532,35.697858429
140.5950804,37.65693733
140.90095978,37.05495077
139.6562314,35.68712669
139.7094370544,35.6456497322
130.4274,33.55612
140.373238,37.368357
141.3162117,43.07309204
140.328911,38.230991
139.65310964,35.17982668
124.18539083,24.33936756
139.448572,35.682815
139.603949507,35.5403391036
135.2438,34.43534
140.1079871,36.084039385
139.4668331073,35.41347332
140.6441077778,37.4375038889
139.9257083333,37.4622530556
135.47398877,34.55740749
137.1726593284,35.3592029728
139.4005239884,35.6588407251
100.61149752,13.70765157
140.9316442,37.06856972
140.5815192,37.43570361
135.680142,34.853792
140.79372392,37.43859455
130.503448,33.188053
139.747197655,35.681507645
139.56848,35.993745
139.738164,35.724113
130.73901462,33.88492506
100.54431134,13.75998917
139.466408,35.564352
139.795044,35.672157
139.89540683,35.66467622
139.3596140956,35.4426383456
139.6185147529,35.6437029443
139.645012,35.970697
140.91838291,37.8070808
140.43562176,37.14404221
139.59357609,35.7540706133
139.5967137824,35.3038848768
127.7280646,26.1988681
130.503448,33.188053
139.728312,35.659779
135.697181,34.875353
130.71051071,32.78816371
137.7384458846,34.72540565
140.3666543025,37.3626211675
136.8271293188,35.3150174761
139.739946,35.664695
139.51556688,35.52562338
130.503448,33.188053
139.86997139,35.76690143
139.7002521157,35.690963277
2.5326514475,48.8074694975
130.41834223,33.59130537
139.69397532,35.69293516
139.7967064117,35.9147420667
139.8723147478,35.6529539633
137.892375255,36.348015335
136.95131927,35.20696407
139.68944105,36.725174185
139.52107554,35.63552677
137.3293,34.83253
140.59250645,37.78363132
140.995685043,37.211993477
140.181006094,37.268883091
140.9071111,37.05979333
5.7309995122,45.1826092465
136.9489715807,35.1324612841
139.6336309143,35.6785096429
139.4685373867,35.75096569
140.2214347,37.11719139
140.86138796,37.04611098
139.47205185,35.56153076
139.88017082,35.71603369
139.471252,35.321022
139.3761,35.65726
140.8716791019,38.2176091211
140.1471000868,39.7013889976
140.4428932417,37.7960171033
139.5986332749,35.6719526884
130.503494,33.188072
139.88017082,35.71603369
130.216413,32.041487
140.2122906,37.12127694
141.7,37.7
139.3636,35.66135
139.88239485,35.72192662
139.754487,35.973249
101.710921526,3.1447690465
-77.0332060558,38.89609591
130.427887,33.197025
139.629881,35.757153
139.9357694,37.4877675
139.79671331,35.914689786
140.45755279,37.7527303
140.3640946245,37.3599043361
139.46378046,38.21596872
130.503494,33.188072
139.670888818,35.603046906
139.69874352,35.69102036
139.803675,35.640869
139.526561315,35.61502226
140.5681482,37.2439381
139.55246174,35.73138982
139.7194447,35.6542464
136.9322723548,35.3450183617
139.470863,35.562955
137.0106102463,35.1289163394
139.70017582,35.65961849
137.93468934,35.73420524
137.92286467,35.73612564
130.503494,33.188061
137.844197,34.721409
136.886571685,35.1024302475
139.6253970265,35.7036308991
139.6439092376,35.7115910784
137.93468934,35.73420524
139.4435,35.3921
130.7363674934,32.9030530352
139.647987,35.870272
135.203857,34.258459
139.30390936,36.19638323
139.623634691,35.870519192
136.18418848,35.14235442
139.53157657,35.46191465
135.7719431655,34.9454882079
139.735445,35.6544
135.546285,34.706751
140.0202,35.67353
139.60649463,35.47948813
130.503494,33.188072
139.78287045,35.7780252333
139.7941876,35.89189267
139.6391946913,35.9534074966
130.503433,33.188057
130.503433,33.188057
130.503494,33.188072
140.9163262804,38.2685454518
139.76582401,35.69956958
139.534970815,35.68049034
139.348383,35.681777
32.638898,25.703768
139.7488510609,35.6173301666
135.3906385488,34.8294460662
141.9,37.4
139.7457723,35.64794927
135.1648941,34.6681067
136.91811043,35.15982198
139.417782355,35.551838245
139.64399182,35.84551382
136.17821192,35.14194011
140.4790869444,37.823125
139.6042259018,35.4506679936
139.893346375,35.675859725
140.86222195,38.09666597
139.777145,35.692261
140.2114919444,37.2895958333
139.61565053,35.59756171
140.2915958333,37.1581488889
139.68265963,35.85821883
137.88646929,34.68003586
136.17821192,35.14194011
139.5806390783,35.3962393433
140.8,37.1
139.471178,35.563181
139.6616,35.57204
130.667392725,32.691677625
135.53956657,34.72295403
135.357232,34.745785
139.749557739,35.6070760672
-97.7229667,30.3374556
135.493897,34.696897
139.721367,35.624737
136.18145424,35.14233112
139.7481256013,35.6133707788
139.75237429,35.62665355
139.70320397,35.69324725
130.503433,33.188046
139.7045282058,35.6602655479
136.934802,35.184332
139.75274497,35.67671597
140.097555,36.071799
139.027242,34.76406
139.727842738,35.6620547839
135.57249,34.626106
138.79213713,34.912002544
139.7360571,35.60464888
139.6582607,35.5744513
139.7518294316,35.6752944212
139.6809988,35.81447342
139.42029134,35.6187029152
139.463252,35.563025
138.54980484,36.3347150267
139.5845,35.44561
140.879108,38.271138
139.7115477701,35.6144562573
139.6657763625,35.6434412806
139.87057286,35.76988601
139.585791822,36.011495704
139.5586341619,35.6183593248
139.5809511969,35.7060087756
135.302749,34.4114612
139.35583013,35.60523474
134.21722197,35.47777694
140.86969149,38.26328778
139.1321752917,35.3333355033
130.503433,33.188046
130.444783,33.523452
139.7100464189,35.5459993633
-122.33207,47.606209
130.503418,33.188049
140.11071729,36.09557825
135.7788548275,34.9918420875
139.703987,35.664279
130.50351,33.188057
130.50351,33.188057
-73.939224,40.841007
-77.43122035,39.43355585
-121.7341269,38.5487402
138.24578613,34.89462357
136.18145424,35.14233112
139.743811185,35.56858217
139.73607134,35.65285617
139.7702,35.66627
139.75037813,35.74936926
130.503433,33.188046
-88.818387,33.450399
139.484717,35.655296
135.49140977,34.68813049
130.50351,33.188057
139.5759,35.75399
134.18434119,34.3280676
139.027242,34.76406
136.1821748,35.14259785
139.7144275904,35.7303013643
130.98169487,33.71045106
136.61901533,35.37874692
139.648804,35.549133
-74.7538935038,40.2774348308
140.171789315,35.6746773825
130.3965465152,33.5513651009
139.69310265,35.69103574
139.586499,35.663061
